party,party_sentence,topic_code,coalition_sentence,similarity_score
FDP,Wir wollen Förderprogramme auch für kleinere Unternehmen und Solo-Selbstständige der Kultur- und Kreativwirtschaft öffnen.,402,"Wir verankern eine Ansprechpartnerin bzw. einen Ansprechpartner für die Kultur- und Kreativwirtschaft bei der Bundesregierung, vereinfachen und verbessern Förderung auch für kreative, nicht-technische Innovationen.",0.70103323
FDP,"Mit einer modernen und innovativen Entwicklungspolitik unterstützen wir unsere Partnerinnen und Partner, die Chancen der Digitalisierung, Automatisierung und Urbanisierung in Wert zu setzen.",107,"Wir nutzen das Förderprogramm „Zukunftsfähige Innenstädte und Zentren“ und führen die Innenstadtstrategie des Bundes fort, insbesondere das Programm „Lebendige Zentren“ im Rahmen der Bund-Länder-Städtebauförderung.",0.7010028
FDP,So können wir jedem Kind gerechtere Startchancen verschaffen.,503,"Mit einer Stärkung der frühkindlichen Bildung, besseren Startchancen in sozial benachteiligten Schulen, einem Digitalpakt 2.0 und einem grundlegend reformierten BAföG legen wir den Grundstein für ein Jahrzehnt der Bildungschancen.",0.7009144
FDP,Kultur,H,Paludikulturen).,0.7008205
FDP,"Aktuell betrifft das insbesondere den Bau von Verkehrsmitteln wie Zügen, Flugzeugen und Schiffen.",411,"Diese könnte zum Beispiel die Belastungen aus Straßen-, Schienen- und Luftverkehr sowie von Industrie- und Gewerbeanlagen zusammenführen.",0.70070356
FDP,Nachhaltige Entwicklung und Klimaschutz – Agenda 2030 endlich umsetzen,H,Wir werden ein Klimaschutzsofortprogramm mit allen notwendigen Gesetzen und Vorhaben bis Ende 2022 auf den Weg bringen und abschließen.,0.7006983
FDP,Dazu muss sich die soziale Wohnraumversorgung an der potentiellen Mieterin beziehungsweise am potentiellen Mieter und nicht nur am Bau von neuen Sozialwohnungen orientieren.,504,Bauen und Wohnen Wohnen ist ein Grundbedürfnis und so vielfältig wie die Menschen.,0.70067996
FDP,"Der Bund sollte eine Generalrevision des Waffenrechts unternehmen, um Praktikabilität und Praxisnähe zu verbessern.",201.1,"Das Allgemeine Gleichbehandlungsgesetz (AGG) werden wir evaluieren, Schutzlücken schließen, den Rechtsschutz verbessern und den Anwendungsbereich ausweiten.",0.70067865
FDP,"Für eine deutsche Außen-, Sicherheits- und Entwicklungspolitik aus einem Guss",H,Wir wollen die Asien-Pazifik- Konferenz der deutschen Wirtschaft politisch aufwerten.,0.70067334
FDP,"Daher wollen wir einen Baukosten-TÜV einführen, der neue Regelungen auf ihre Kosten für Bauen und Wohnen ermittelt.",402,"Wir werden das Baugesetzbuch (BauGB) mit dem Ziel novellieren, seine Instrumente noch effektiver und unkomplizierter anwenden zu können, Klimaschutz und -anpassung, Gemeinwohlorientierung und die Innenentwicklung zu stärken sowie zusätzliche Bauflächen zu mobilisieren und weitere Beschleunigungen der Planungs- und Genehmigungsverfahren vorzunehmen.",0.7005731
FDP,Damit wollen wir dem erhöhten Regenerationsbedarf von Müttern nach der Geburt Rechnung tragen und die gemeinsame Verantwortung für Familie und Kind von Anfang an stärken.,504,"Schwangerschaftswoche geboren werden, erweitern wir den Anspruch auf Elterngeld.",0.7005589
FDP,Das schließt auch Vertragsänderungen ein.,108,"Gesetzentwürfen der Bundesregierung wird künftig eine Synopse beigefügt, die die aktuelle Rechtslage den geplanten Änderungen gegenüberstellt.",0.7005559
FDP,"Das erschwert nicht nur die Arbeit im Parlament, sondern ist auch kostspielig.",303,"Wir werden Hürden, die einer Etablierung und Nutzung des Persönlichen Budgets entgegenstehen oder z.",0.7005489
FDP,Entsprechende Angebote wollen wir fördern.,502,"Wir wollen Sicherheit auch im Übergang geben und dazu ermutigen, Neues zu wagen.",0.70053875
FDP,Die Vorbereitung muss bereits in der Schule beginnen.,506,Deshalb müssen die Grundlagen für soziale Aufstiegschancen schon in Kita und Schule gelegt werden.,0.7004573
FDP,Menschen mit Behinderungen auf dem ersten Arbeitsmarkt stärken,H,"Wir werden die neu geschaffenen einheitlichen Ansprechstellen für Arbeitgeber weiterentwickeln und 79 eine vierte Stufe der Ausgleichsabgabe für jene einführen, die trotz Beschäftigungspflicht keinen Menschen mit Behinderungen beschäftigen.",0.7004083
FDP,"Wo Vereine, Stiftungen und andere Organisationsformen Zuwendungsempfänger von staatlicher Struktur- und Projektförderung sind, muss der Staat sicherstellen, dass sie und ihre Projektpartner auf dem Boden der freiheitlich-demokratischen Grundordnung stehen.",202.1,"Wir werden Bürgerbeteiligung in Verantwortung der kommunalen Selbstverwaltung unterstützen, z.B. bei regionalen Entwicklungskonzepten, Regionalmanagements und Regionalbudgets.",0.70035416
FDP,Darüber hinaus soll im Interesse der Rechtssicherheit auch der rechtliche Rahmen von Homeoffice-Arbeit den tatsächlichen Gegebenheiten angepasst und den für mobile Arbeitsplätze geltenden Vorschriften angeglichen werden.,701,Die Einhaltung des geltenden Arbeitsrechts bei Mini-Jobs werden wir stärker kontrollieren.,0.7003408
FDP,Zur Funktionsfähigkeit des Systems fordern wir einheitliche Standards.,303,Wir werden uns für eine stärkere Standardisierung für die Erstellung von Prospekten einsetzen.,0.7003252
FDP,Wir wollen daher den Weg frei machen für eine bürgernahe und digitale Verwaltung.,303,"Das Bürgergeld soll die Würde des und der Einzelnen achten, zur gesellschaftlichen Teilhabe befähigen sowie digital und unkompliziert zugänglich sein.",0.7002519
FDP,"Allerdings haben wir in Deutschland einen dramatischen Mangel an Pflegefachkräften, die dadurch oftmals überlastet sind und den eigenen Ansprüchen an ihre Arbeit nicht gerecht werden können.",701,"Fachkräfte Der Mangel an qualifizierten Fachkräften in vielen Branchen kann eines der größten Hindernisse für Wirtschaftswachstum, für die Sicherung von Wohlstand, eine hohe Qualität in Gesundheit, Pflege, Betreuung und Bildung sowie für das Gelingen der Transformation in Deutschland sein.",0.7001077
FDP,und Erfolgsfaktor für unseren Wirtschaftsstandort.,410,"Wir sehen deshalb die Aufgabe, der ökonomischen Stärke unseres Landes eine neue Dynamik zu verleihen.",0.70009696
FDP,"Bürokratische Hürden beim Einwanderungs- und Integrationsprozess sowie bei der Arbeitsaufnahme, wie die Vorrangprüfung oder die Sperrfrist für Asylbewerber, müssen abgebaut",303,"Zugleich werden wir die Hürden bei der Anerkennung von Bildungs- und Berufsabschlüssen aus dem Ausland absenken, Bürokratie abbauen und Verfahren beschleunigen.",0.7000403
FDP,"Eine Ungleichbehandlung von privaten, öffentlichen und konfessionellen Trägern lehnen wir genauso entschieden ab",503,Eine Verzerrung der Sitzverteilung durch unausgeglichene Überhangmandate lehnen wir ab.,0.699932
FDP,"Voraussetzungen hierfür sind eine flächendeckend zukunftstaugliche digitale Infrastruktur,",411,8 Digitale Innovationen und digitale Infrastruktur ...............................................................................,0.6998987
FDP,Gemeinschaft der Demokratien stärken,H,Die Kraft unserer Republik liegt in der freiheitlichen Vielfalt und im demokratischen und sozialen Zusammenhalt.,0.6998145
FDP,sowie transparente Preis- und Abrechnungssysteme zugunsten der Kundinnen und Kunden durchsetzen.,403,"Wir werden die Qualität der Daten im Transparenzregister verbessern, sodass die wirtschaftlich Berechtigten in allen vorgeschriebenen Fällen tatsächlich ausgewiesen werden.",0.6997735
FDP,"Zweitens wollen wir außerbetriebliche Ausbildungsangebote in Regionen mit einer erheblichen Unterversorgung an Ausbildungsplätzen bedarfsgerecht in enger Abstimmung mit den Sozialpartnern stärken, wobei der Übergang in eine betriebliche Ausbildung stets vorrangiges Ziel bleibt.",411,Gemeinsam mit Sozialpartnern und lokalen Akteuren bauen wir regionale Transformations- und Qualifizierungscluster auf.,0.6997598
FDP,"Wir Freie Demokraten wollen, dass sich Deutschland gemeinsam mit EU-Partnern konsequent für die Stärkung von LSBTI-Rechten einsetzt,",503,150 Alle Angehörigen der Bundeswehr müssen unzweifelhaft auf dem Boden der freiheitlich demokratischen Grundordnung stehen.,0.69975847
FDP,"Deshalb sollen Unternehmen, die umfangreichen Einflussmöglichkeiten autoritärer Regime unterliegen, beim Ausbau kritischer Infrastruktur wie dem 5G-Netz nicht beteiligt werden.",202.1,Nicht-vertrauenswürdige Unternehmen werden beim Ausbau kritischer Infrastrukturen nicht beteiligt.,0.69967043
FDP,und Erfolgsfaktor für unseren Wirtschaftsstandort.,410,"Die Wirtschaftskraft und der Wohlstand unseres Landes liegen auch in Zukunft in der Vielfalt – von der Industrie, dem Mittelstand über das Handwerk bis hin zu Handel und Dienstleistungen.",0.6996076
FDP,und Soziale Marktwirtschaft in der Entwicklungszusammenarbeit zu fördern.,403,Das Bürgergeld stellt die Potenziale der Menschen und Hilfen zur nachhaltigen Integration in den Arbeitsmarkt in den Mittelpunkt und ermöglicht gesellschaftliche Teilhabe.,0.6995539
FDP,Die Programme „Erasmus+“ und „AusbildungWeltweit“ wollen wir ausbauen.,107,"Wir werden Kitas, Schulen und sonstige Angebote der Bildung und Teilhabe sowie Mobilität weiter stärken.",0.69949764
FDP,Dazu braucht es ein eigenes Gesetz.,411,"Bei gewerblichen Neubauten soll dies verpflichtend, bei privaten Neubauten soll es die Regel werden.",0.69939256
FDP,"Bei all diesen Schritten achten wir darauf, die Interoperabilität mit Kräften und Instrumenten der NATO weiter zu verstärken.",104,Als verlässlicher Partner in Systemen kollektiver Sicherheit werden wir an unserem außen- und sicherheitspolitischen Engagement festhalten.,0.6993314
FDP,Das Genossenschaftsrecht wollen wir reformieren.,403,Das Teilhabechancengesetz (§ 16i und § 16e SGB II) wollen wir entfristen und weiterentwickeln.,0.6993233
FDP,Gerade der Mittelstand soll bei der Entwicklung von Konzepten unterstützt werden.,402,Wir sehen darin auch ein Konjunkturprogramm für Mittelstand und Handwerk.,0.6992772
FDP,"Dafür müssen Leitlinien, Ziele und Prioritäten definiert werden.",108,"Wir wollen Planziele definieren, um verlässlich und schnell Personal sowie finanzielle Mittel für zivile Krisenprävention bereitstellen zu können.",0.69909704
FDP,Die wirtschaftliche Erholung aller Mitgliedstaaten muss ein zentrales Ziel der europäischen Politik sein.,108,"Wir wollen, dass mit dem Wiederaufbauprogramm ein schneller und zukunftsgerichteter Aufschwung nach der Krise in ganz Europa gelingt.",0.6990084
FDP,Die Bedürfnisse des ländlichen Raums mit seiner besonderen Versorgungsstruktur sollen durch entsprechende Programme berücksichtigt werden.,504,Gemeinsam werden wir Qualitätskriterien und Standards für Angebote und Erreichbarkeit für urbane und ländliche Räume definieren.,0.698978
FDP,"Für eine nachhaltige Energiewende ist es unerlässlich,",416.2,Wir streben einen sehr hohen Anteil Erneuerbarer Energien bei der Wärme an und wollen bis 2030 50 Prozent der Wärme klimaneutral erzeugen.,0.6989688
FDP,Auch können betriebliche Belange gegen eine Vereinbarung zur mobilen Arbeit sprechen.,702,"Arbeitgeber können dem Wunsch der Beschäftigten nur dann widersprechen, wenn betriebliche Belange entgegenstehen.",0.6988122
FDP,Wie in allen anderen Branchen müssen dabei sämtliche gesetzlichen Pflichten eingehalten werden.,701,"Wir nehmen die Evaluation des Bundesteilhabegesetzes ernst und wollen, dass es auf allen staatlichen Ebenen und von allen Leistungserbringern konsequent und zügig umgesetzt wird.",0.6987517
FDP,Wir möchten bessere Rahmenbedingungen an Hochschulen für Wissenschaftskarrieren schaffen.,704,"22 Rahmenbedingungen für Hochschule, Wissenschaft und Forschung Universitäten und Hochschulen für angewandte Wissenschaften sind das Rückgrat der deutschen Wissenschaftslandschaft.",0.69866747
FDP,Dazu wollen wir bei der Grunderwerbsteuer einen Freibetrag von bis zu 500.000 Euro für natürliche Personen einführen.,401,Die Anrechnung von Aufwandsentschädigungen für ehrenamtliche Arbeit soll in Anlehnung an das Steuerrecht mit einem jährlichen Freibetrag gestaltet werden.,0.6986097
FDP,Für die Gründungsphase wollen wir Karenzfristen.,505,Bei besonders prioritären Vorhaben soll der Bund künftig nach dem Vorbild des Bundesimmissionsschutzgesetzes kurze Fristen zum Erlass des Planfeststellungsbeschlusses vorsehen.,0.6985487
FDP,"Wir unterstützen deshalb die Pläne zur Schaffung eines Digital Markets Act auf Ebene der Europäischen Union, mit dem eine das Kartellrecht ergänzende europäische Regulierung für Gatekeeper- Unternehmen geschaffen werden soll.",403,"Den Prozess zur Einführung eines digitalen Euro als Ergänzung zum Bargeld, der als gesetzliches Zahlungsmittel in Europa für alle zugänglich und allgemein einsetzbar ist, wollen wir konstruktiv begleiten.",0.6985
FDP,Gemeinsam mit unseren europäischen Partnern wollen wir uns für die Bewahrung unserer freiheitlichen Lebensweise in Europa,201.1,Wir setzen uns in der EU und international für eine intersektionale Gleichstellungspolitik ein.,0.69843644
FDP,"Als Übergangslösung bis zu einem globalen CO2-Zertifikatehandel unterstützen wir die EU darin, eine WTO-konforme Weiterentwicklung des „Carbon Leakage“-Schutzes einzuführen, der sich am EU-ETS orientiert.",501,"Entscheidend ist, dass dieser WTO konform ausgestaltet ist, die Exportindustrie nicht benachteiligt, Greenwashing verhindert und unbürokratisch innerhalb des bestehenden Emissionshandelssystems umgesetzt wird.",0.69831306
FDP,"So schaffen wir ein Europa, das digital unabhängig ist,",108,"Darüber hinaus sichern wir die digitale Souveränität, u. a. durch das Recht auf Interoperabilität und Portabilität sowie das Setzen auf offene Standards, Open Source und europäische Ökosysteme, etwa bei 5G oder KI.",0.69831026
FDP,Wir setzen uns für eine effektivere Verfolgung von Straftaten im Netz ein.,605.1,"Wir wollen den Zoll moderner und digitaler aufstellen, damit er Schwarzarbeit und Finanzkriminalität effizienter verfolgen kann.",0.6982372
FDP,"Daher wollen wir einen Baukosten-TÜV einführen, der neue Regelungen auf ihre Kosten für Bauen und Wohnen ermittelt.",402,Die nähere Ausgestaltung des Flächenziels erfolgt im Baugesetzbuch.,0.6981613
FDP,Daher soll bei der neuen Verordnung über die Rechtsstaatskonditionalität bei EU-Strukturfonds vom Dezember 2020 nachgebessert werden und eine Ahndung solcher Verletzungen durch die Kommission für den Entzug von Mitteln ausreichen.,202.1,"Wir überarbeiten die Vorschriften der Unternehmenssanktionen einschließlich der Sanktionshöhe, um die Rechtssicherheit von Unternehmen im Hinblick auf Compliance-Pflichten zu verbessern und für interne Untersuchungen einen präzisen Rechtsrahmen zu schaffen.",0.69812024
FDP,Dafür wollen wir entsprechende Mittel bereitstellen und die Infrastruktur schaffen.,605.1,"Wir werden den Masterplan Ladeinfrastruktur zügig überarbeiten und darin notwendige Maßnahmen aus den Bereichen Bau, Energie und Verkehr bündeln sowie einen Schwerpunkt auf kommunale Vernetzung der Lösungen legen.",0.6981181
FDP,"Eine starke europäische Grenzschutzagentur, die sie hierbei unterstützt, ist damit im Interesse aller Mitgliedstaaten und insbesondere im deutschen Interesse.",104,"Europäische Partner Uns leitet eine starke deutsch-französische Partnerschaft, die den Vertrag von Aachen und die Deutsch-Französische Parlamentarische Versammlung mit Leben füllt, z.",0.6980467
FDP,"Erst wenn dort die Wohnungssuche erfolglos bleibt, soll die Berechtigung auf Bezug einer Sozialwohnung erteilt werden.",504,Einwohnern werden qualifizierte Mietspiegel verpflichtend.,0.6980005
FDP,Deren Einfluss wollen wir durch Einrichtungen der Selbstregulierung als Beschwerdeinstanz verringern.,401,Die Hürden für die Nichtzulassungsbeschwerde werden wir senken sowie einen Fortbildungsanspruch für Familienrichterinnen und Familienrichter gesetzlich verankern.,0.6979682
FDP,und neue internationale Berufe geschaffen werden.,701,Wir vereinfachen und beschleunigen die notwendige Gewinnung von ausländischen Fachkräften und die Anerkennung von im Ausland erworbener Berufsabschlüsse.,0.6978546
FDP,Dafür werden wir die von der EU festgelegten CO2-Flottengrenzwerte und die aktuellen Subventionen im Fahrzeugbau auf den Prüfstand stellen und eine ganzheitliche Betrachtung der Fahrzeuge vornehmen.,401,Bodenpolitik Die Debatte der EU-Kommission über die “Carbon Removal Certification Guidelines” begleiten wir aktiv.,0.69783056
FDP,"Die Vereine und Mitglieder sind die Umweltschützer vor Ort, die sich um eine gesunde Flora und Fauna unserer Gewässer kümmern.",501,Wir erkennen die Leistung der Anglerinnen und Angler für den Natur- und Artenschutz an.,0.6978191
FDP,"So erleichtern wir den Betroffenen die Erlangung von Berufs- und Schulabschlüssen, einschließlich der Hochschulreife.",506,B. das Nachholen eines Berufsabschlusses oder eine berufliche Neuorientierung.,0.6977912
FDP,Beantragung und Auszahlung der Basis-Rente wollen wir unter dem Dach der Rentenversicherung zusammenführen.,504,Auch für kleine Versicherungsunternehmen und Pensionskassen wollen wir für eine stärker proportionale Regulierung sorgen.,0.697767
FDP,um eine Regelung zum Schutz von Kronzeuginnen und Kronzeugen,605.1,Wir bauen den kollektiven Rechtsschutz aus.,0.6977048
FDP,"Als Übergangslösung bis zu einem globalen CO2-Zertifikatehandel unterstützen wir die EU darin, eine WTO-konforme Weiterentwicklung des „Carbon Leakage“-Schutzes einzuführen, der sich am EU-ETS orientiert.",501,Wir setzen uns für die Verabschiedung einer ambitionierten und umsetzbaren Schadstoffnorm EURO 7 ein und werden dabei Wertschöpfung und Arbeitsplätze berücksichtigen.,0.69762105
FDP,leistungsfähige Verkehrswege,411,Sichere Lkw-Stellflächen an und um Autobahnen werden wir ausbauen und telematisch optimieren.,0.6976185
FDP,So können wir jedem Kind gerechtere Startchancen verschaffen.,503,Wir wollen Kinderarmut bekämpfen und einen Schwerpunkt auf die Chancen und Teilhabe von Kindern und Jugendlichen legen.,0.697607
FDP,Und auch in der häuslichen Versorgung kann mit digitalen Anwendungen und Telepflege eine Entlastung geschaffen werden.,411,Wir prüfen Lösungen zur Erleichterung der Nutzbarkeit solcher Geräte über die Nutzungszeit hinaus.,0.69749373
FDP,"Zweitens wollen wir außerbetriebliche Ausbildungsangebote in Regionen mit einer erheblichen Unterversorgung an Ausbildungsplätzen bedarfsgerecht in enger Abstimmung mit den Sozialpartnern stärken, wobei der Übergang in eine betriebliche Ausbildung stets vorrangiges Ziel bleibt.",411,"Fachkräfte Gemeinsam mit den Ländern und allen relevanten Akteuren entwickeln wir eine Gesamtstrategie, um den Fachkräftebedarf für Erziehungsberufe zu sichern und streben einen bundeseinheitlichen Rahmen für die Ausbildung an.",0.69746476
FDP,Dafür wollen wir entsprechende Mittel bereitstellen und die Infrastruktur schaffen.,605.1,Wir wollen die Investitionsmittel für die DB Infrastruktur erhöhen.,0.69746304
FDP,Erneuerbare Energien marktwirtschaftlich ausbauen,H,Grün erzeugter Strom muss in der Erzeugerregion auch als grüner Strom genutzt werden dürfen.,0.6974539
FDP,und die entsprechenden Treibhausgasreduktionen auf die eigenen Ziele anzurechnen.,501,Wir haben das Ziel der Senkung des primären Rohstoffverbrauchs und geschlossener Stoffkreisläufe.,0.69733274
FDP,Das wollen wir ändern und zum Beispiel die Höchstüberlassungsdauer aufheben.,702,"Dazu beseitigen wir alle Hemmnisse, u. a. werden wir Netzanschlüsse und die Zertifizierung beschleunigen, Vergütungssätze anpassen, die Ausschreibungspflicht für große Dachanlagen und die Deckel prüfen.",0.6973092
FDP,Nutzen wir die Chancen der Digitalisierung für uns.,411,"Wir wollen die digital gestützte Wertschöpfung in Industrie, Handel, Handwerk und Dienstleistung unterstützen und dafür ein Level Playing Field herstellen.",0.69730437
FDP,"Der Bund sollte für alle Fragen des Schutzstatus und der Beendigung des Aufenthaltes einschließlich der Abschiebung zuständig sein, damit sich die Länder auf die Aufgabe der Integration konzentrieren können.",301,Zur Gestaltung solcher Migrationsabkommen setzt die Bundesregierung einen Sonderbevollmächtigten ein.,0.69730306
FDP,"Initiativen wie das Bürokratieentlastungsgesetz IV, die Strategie „Einheitliche Ansprechpartner 2.0“ und eine Verlegung der Sozialversicherungsbeiträge in den Folgemonat müssen zu einer Gesamtstrategie gebündelt werden.",303,Zusätzlich muss das mit dem Betriebsrentenstärkungsgesetz bereits in der vorletzten Legislaturperiode auf den Weg gebrachte Sozialpartnermodell nun umgesetzt werden.,0.6973015
FDP,Machen wir den Weg frei für diese Entwicklung!,504,"Als solche werden wir sie stärken, denn wo Fortschritt entsteht, muss er auch gelebt werden.",0.6972059
FDP,Im Rahmen einer VN-Reform setzen wir uns zudem für einen ständigen europäischen Sitz im Sicherheitsrat der Vereinten Nationen und den Ausbau des Konsenses über die Schutzverantwortung („Responsibility to Protect“) ein.,107,Wir setzen uns bei den Mitgliedern des Europarats verstärkt für Ratifizierung und Umsetzung der Istanbul-Konvention ein.,0.6971079
FDP,"Die moderne Arbeitswelt bietet vielfältige Chancen für Arbeitnehmerinnen und Arbeitnehmer, Selbstständige und Unternehmen.",408,"Darüber hinaus entwickeln wir die Teilhabeangebote auch für diejenigen weiter, deren Ziel nicht oder nicht nur die Teilhabe am Arbeitsleben ist.",0.697054
FDP,Durch diese Mechanismen wollen wir Transparenz schaffen.,503,Die internen Strukturen werden wir effizienter und transparenter gestalten.,0.6970242
FDP,"Auch die Eigenversorgung mit erneuerbarem Strom und die marktwirtschaftliche Nutzung von Strom aus Altanlagen, die aus der 20-jährigen EEG-Förderung fallen, wollen wir vereinfachen.",416.2,"Wir wollen die Förderung für elektrische Fahrzeuge und Plug-In-Hybride degressiv und grundsätzlich so reformieren, dass sie ab 1.",0.69702005
FDP,Pflege,H,Gesundheitskioske) für Behandlung und Prävention.,0.696998
FDP,Gemeinschaft der Demokratien stärken,H,Nachrichtendienste sind ein wichtiger Teil der wehrhaften Demokratie.,0.6969941
FDP,Bioökonomie ist die nachhaltige und innovative Nutzung biologischer Ressourcen und die Weiterentwicklung biologischer Prozesse.,416.2,Damit ist eine Leitfunktion für die wissenschaftliche und wirtschaftliche Entwicklung der Biotechnologie verbunden.,0.69693935
FDP,Reform des Stabilitäts- und Wachstumspaktes („Maastricht 2.0“),H,Der Stabilitäts- und Wachstumspakt (SWP) hat seine Flexibilität bewiesen.,0.6968499
FDP,"Wir wollen die Staaten Afrikas partnerschaftlich bei der Stärkung von Wirtschaft, Politik, Zivilgesellschaft und, sofern geboten, der Sicherheitskräfte unterstützen.",107,Unsere Unterstützungsleistungen im Bereich der zivilen Stabilisierungsmaßnahmen im Rahmen der 157 Partnerschaft für Sicherheit und Stabilität als Teil der Koalition für den Sahel werden wir verstetigen und entsprechend neuen Bedarfen und orientiert an der politischen Verfasstheit der einzelnen Staaten anpassen.,0.6968357
FDP,Für eine gemeinsame und innovative EU-Energieaußenpolitik,H,Wir werden die novellierte Erneuerbare-Energien-Richtlinie nach Verabschiedung möglichst technologieoffen und ambitioniert umsetzen; dabei schließen wir Atomkraft weiterhin aus.,0.6968355
FDP,"Dafür muss die Gesundheitsversorgung künftig umfassend, regional und patientenzentriert gedacht werden.",504,"83 Öffentlicher Gesundheitsdienst Als Lehre aus der Pandemie bedarf es eines gestärkten Öffentlichen Gesundheitsdienstes (ÖGD), der im Zusammenspiel zwischen Bund, Ländern und Kommunen sichergestellt wird.",0.6967334
FDP,Dazu braucht es ein eigenes Gesetz.,411,Sie haben eigene Rechte.,0.69663095
FDP,Start-ups sowie kleine und mittelständische Unternehmen wollen wir gezielt einbinden – sowohl durch Beteiligung an großen EU-Vorhaben als auch durch den Staat als Ankerkunden.,402,Ebenso machen wir uns auf europäischer Ebene für mittelstandsfreundliche Lösungen stark (KMU-Test).,0.6966047
FDP,"Dazu gehören ebenfalls die Vorgabe von security-by-design inklusive Haftung der Herstellerinnen und Hersteller für Schäden, die fahrlässig durch IT- Sicherheitslücken verursacht werden, und eine Verpflichtung der Herstellerinnen und Hersteller, während der üblichen Nutzungsdauer eines Produkts Updates zur Verfügung zu stellen.",605.1,Herstellerinnen und Hersteller müssen während der üblichen Nutzungszeit Updates bereitstellen.,0.6965919
FDP,Außerdem wollen wir eine besser ausgebaute und institutionalisierte präventive und sowie repressive Täter- und Täterinnenarbeit.,605.1,Strukturelle und systematische Verstöße gegen Arbeitsrecht und Arbeitsschutz verhindern wir durch effektivere Rechtsdurchsetzung.,0.69652784
FDP,"den Ausbau von Therapieplätzen fördern,",504,Wir bringen ein Modellprojekt zum Direktzugang für therapeutische Berufe auf den Weg.,0.69651306
FDP,"Zugleich gilt es, die humanitären Verpflichtungen gegenüber Schutzbedürftigen zu erfüllen.",201.2,"Wir arbeiten daran, die humanitären Katastrophen in Syrien und Jemen einzudämmen, und setzen unsere humanitäre Hilfe auf hohem Niveau fort.",0.6964608
FDP,Bis zu vier Elternteile sollen im Interesse des Kindeswohls rechtliche Eltern sein können.,604,"Hierzu werden wir das „kleine Sorgerecht“ für soziale Eltern ausweiten und zu einem eigenen Rechtsinstitut weiterentwickeln, das im Einvernehmen mit den rechtlichen Eltern auf bis zu zwei weitere Erwachsene übertragen werden kann.",0.6964303
FDP,und Erfolgsfaktor für unseren Wirtschaftsstandort.,410,"Unser Ziel sind leistungsfähige Kommunen mit einem hohen Maß an Entscheidungsfreiheit vor Ort, eine verlässliche öffentliche Daseinsvorsorge, eine starke Wirtschaft und eine engagierte Zivilgesellschaft.",0.6962893
FDP,"Unser Ziel ist es, kostenverursachende Normen zu vermeiden und den Entscheiderinnen und Entscheidern eine transparente Grundlage für ihr Handeln zur Verfügung zu stellen.",402,"Die Kosten für Vorfälligkeitsentschädigungen begrenzen wir auf das Angemessene, stellen den fairen Zugang zu einem Basiskonto sicher und schaffen Transparenz.",0.69628334
FDP,Flexible Arbeitszeiten und mobile Arbeit,H,Coworking-Spaces sind eine gute Möglichkeit für mobile Arbeit und die Stärkung ländlicher Regionen.,0.69621176
FDP,Echte Gemeinsame Außen- und Sicherheitspolitik in Europa,H,"Unser Ziel ist es, den gemeinsamen Standpunkt der EU mit seinen acht Kriterien sowie die Politischen Grundsätze der Bundesregierung für den Export von Kriegswaffen und sonstigen Rüstungsgütern, die Kleinwaffengrundsätze und die Ausweitung von Post-Shipment-Kontrollen in einem solchen Gesetz zu verankern.",0.69620895
FDP,"Dabei ist uns auch die Vereinbarkeit von Familie und Beruf ein zentrales Anliegen – zum Beispiel durch eine bessere Kinderbetreuung an Hochschulen und die Möglichkeit für Väter und Mütter, ihre Lehrverpflichtungen beziehungsweise Forschungszeiten selbstbestimmter festzulegen.",701,Wir werden die Modernisierung im Kindschafts- und Unterhaltsrecht mit Studien begleiten.,0.69613755
FDP,Förderinstrumente sollen grundsätzlich auch für die Forstwirtschaft zur Verfügung stehen.,703.1,Entsprechend dieser Ziele novellieren wir das Waldgesetz.,0.69607085
FDP,Mittel an Zielerreichung binden – echte Innovationsstrategie entwickeln,H,"Die Förderprogramme wie 31 „Zentrales Innovationsprogramm Mittelstand (ZIM)“, „Industrielle Gemeinschaftsforschung für Unternehmen (IGF)“, „INNO-KOM“, „go-digital“ und „Digital Jetzt“ sowie das „Innovationsprogramm für Geschäftsmodelle und Pionierlösungen (IGP)“ werden wir weiterentwickeln.",0.6957906
FDP,Aufklärungs- und Beratungsangebote wollen wir stärken.,504,Damit schaffen wir einen übersichtlichen Zugang zu Bildungs- und Beratungsangeboten sowie Förderinstrumenten.,0.6957643
FDP,"Darüber hinaus soll ein monatlich anpassbares, zinsfreies und erst bei gutem Einkommen rückzahlbares Darlehen die notwendige finanzielle Flexibilität sichern.",506,Die Hürden beim Eigentumserwerb wollen wir durch eigenkapitalersetzende Darlehen senken und Schwellenhaushalte langfristig z.,0.6956828
FDP,Durch eine stärkere Kooperation und Koordination mit unseren europäischen und internationalen Partnerinnen und Partnern wollen wir zusätzlich Synergien schaffen und die Wirkung der internationalen Entwicklungszusammenarbeit deutlich steigern.,107,Dazu werden sich die Koalitionspartner innerhalb der Bundesregierung eng abstimmen und zu regelmäßigen europapolitischen Koordinierungen zusammenfinden.,0.69568
FDP,Auch wollen wir Reisen für die Zivilgesellschaft durch Visumserleichterungen vereinfachen.,107,Wir werden die Gewinnung ausländischer Fachkräfte für die deutsche Tourismusbranche durch den Abbau bürokratischer Hürden erleichtern.,0.69562906
FDP,"und ein Haushaltswesen, das diese Ziele konsequent im Blick behält.",408,Den Bundeszuschuss zur GKV dynamisieren wir regelhaft.,0.695623
